,decade,title,author,act,normalizedGenre,numOfSpeakersMale,numOfSpeakersFemale,numOfActs,meanNEUTRAL,meanPOSITIVE,meanNEGATIVE,meanSKIP,meanSPEECH,countNEUTRAL,countPOSITIVE,countNEGATIVE,countSKIP,countSPEECH,avg_text_len,totalCOUNT,percentNEUTRAL,percentPOSITIVE,percentNEGATIVE,percentSKIP,percentSPEECH
0,1740,Гамлет,Сумароков,1,Tragedy,6,4,5,0.711769092414114,,0.769999969005585,0.623334953561425,,18,0,10,16,0,247.795454545455,44,40.9090909090909,0,22.7272727272727,36.3636363636364,0
1,1740,Гамлет,Сумароков,2,Tragedy,6,4,5,0.786188727617264,0.390825241804123,0.581052184104919,0.630168254176776,,10,1,4,12,0,368.740740740741,27,37.037037037037,3.7037037037037,14.8148148148148,44.4444444444444,0
2,1740,Гамлет,Сумароков,3,Tragedy,6,4,5,0.701543124185668,,0.646273681095668,0.656181578834852,,18,0,14,24,0,217.303571428571,56,32.1428571428572,0,25,42.8571428571429,0
3,1740,Гамлет,Сумароков,4,Tragedy,6,4,5,0.868297606706619,,0.716945052146912,0.666986801226934,,4,0,6,15,0,321.88,25,16,0,24,60,0
4,1740,Гамлет,Сумароков,5,Tragedy,6,4,5,0.686318073421717,0.534067749977112,0.800970224233774,0.641100057297283,,8,1,13,18,0,318.575,40,20,2.5,32.5,45,0
5,1740,Хорев,Сумароков,1,Tragedy,10,2,5,0.603915955339159,0.736330151557922,0.752144400562559,0.621298736647556,,7,1,7,19,0,304,34,20.5882352941176,2.94117647058824,20.5882352941176,55.8823529411765,0
6,1740,Хорев,Сумароков,2,Tragedy,10,2,5,0.714777195139935,,0.683340420325597,0.560513461177999,,19,0,6,11,0,266.055555555556,36,52.7777777777778,0,16.6666666666667,30.5555555555556,0
7,1740,Хорев,Сумароков,3,Tragedy,10,2,5,0.795491955497048,,0.72492309473455,0.675778431551797,,11,0,16,14,0,177.219512195122,41,26.8292682926829,0,39.0243902439024,34.1463414634146,0
8,1740,Хорев,Сумароков,4,Tragedy,10,2,5,0.757392877712846,,0.657939351522006,0.56961870544097,,16,0,13,17,0,253.717391304348,46,34.7826086956522,0,28.2608695652174,36.9565217391304,0
9,1740,Хорев,Сумароков,5,Tragedy,10,2,5,0.812717173248529,0.861485024293264,0.721335418084089,0.611266020271513,,8,3,17,18,0,183.913043478261,46,17.3913043478261,6.52173913043478,36.9565217391304,39.1304347826087,0
10,1750,Артистона,Сумароков,1,Tragedy,7,4,5,0.73341104388237,0.455723822116852,0.778848722577095,0.5929092749169,,18,1,14,19,0,220.461538461539,52,34.6153846153846,1.92307692307692,26.9230769230769,36.5384615384615,0
11,1750,Артистона,Сумароков,2,Tragedy,7,4,5,0.773149622811212,0.585929274559021,0.741577405678599,0.619424623747667,,18,1,19,12,0,243.98,50,36,2,38,24,0
12,1750,Артистона,Сумароков,3,Tragedy,7,4,5,0.648247466484706,0.837411642074585,0.642461821436882,0.628135353326798,,15,1,8,19,0,248.441860465116,43,34.8837209302326,2.32558139534884,18.6046511627907,44.1860465116279,0
13,1750,Артистона,Сумароков,4,Tragedy,7,4,5,0.818398537544104,0.675073623657227,0.746978288347071,0.586297288537026,,13,1,11,8,0,232.121212121212,33,39.3939393939394,3.03030303030303,33.3333333333333,24.2424242424242,0
14,1750,Артистона,Сумароков,5,Tragedy,7,4,5,0.727683547884226,0.714803612232208,0.770693162625486,0.618701463467197,,24,5,22,38,0,154.640449438202,89,26.9662921348315,5.61797752808989,24.7191011235955,42.6966292134831,0
18,1750,Демофонт,Ломоносов,1,Tragedy,5,3,5,0.670730269872225,0.412396639585495,0.729052972793579,0.618890286846594,,13,1,5,22,0,288.219512195122,41,31.7073170731707,2.4390243902439,12.1951219512195,53.6585365853659,0
19,1750,Демофонт,Ломоносов,2,Tragedy,5,3,5,0.683567686378956,0.772962152957916,0.808807558483548,0.627791172514359,,20,2,9,24,0,274.836363636364,55,36.3636363636364,3.63636363636364,16.3636363636364,43.6363636363636,0
20,1750,Демофонт,Ломоносов,3,Tragedy,5,3,5,0.67816535347984,0.821428418159485,0.746945338323712,0.613681185245514,0.902001082897186,21,2,16,15,1,194,55,38.1818181818182,3.63636363636364,29.0909090909091,27.2727272727273,1.81818181818182
21,1750,Демофонт,Ломоносов,4,Tragedy,5,3,5,0.706747369332747,,0.701631608334455,0.606339308950636,,11,0,11,9,0,356.58064516129,31,35.4838709677419,0,35.4838709677419,29.0322580645161,0
22,1750,Демофонт,Ломоносов,5,Tragedy,5,3,5,0.825003962767752,,0.773288726806641,0.595824360847473,,19,0,27,11,0,180.473684210526,57,33.3333333333333,0,47.3684210526316,19.2982456140351,0
24,1750,Семира,Сумароков,1,Tragedy,8,2,5,0.740343037706155,,0.674078963696957,0.599498491538198,,26,0,8,19,0,207.867924528302,53,49.0566037735849,0,15.0943396226415,35.8490566037736,0
25,1750,Семира,Сумароков,2,Tragedy,8,2,5,0.703741143941879,0.824195921421051,0.785240496907915,0.629595446917746,,25,2,21,18,0,187.757575757576,66,37.8787878787879,3.03030303030303,31.8181818181818,27.2727272727273,0
26,1750,Семира,Сумароков,3,Tragedy,8,2,5,0.720869032045206,,0.733716242370151,0.584340861688058,,12,0,21,24,0,227.035087719298,57,21.0526315789474,0,36.8421052631579,42.1052631578947,0
27,1750,Семира,Сумароков,4,Tragedy,8,2,5,0.755821451544762,,0.718382991022534,0.624901449680328,,24,0,18,25,0,176.149253731343,67,35.8208955223881,0,26.8656716417911,37.3134328358209,0
28,1750,Семира,Сумароков,5,Tragedy,8,2,5,0.804736405611038,0.675930187106133,0.816309540044694,0.610697372754415,,12,4,21,15,0,171.826923076923,52,23.0769230769231,7.69230769230769,40.3846153846154,28.8461538461538,0
29,1750,Синав и Трувор,Сумароков,1,Tragedy,5,1,5,0.761494741491649,0.578595042228699,0.76118391752243,0.6521233689785,,23,2,11,25,0,182.049180327869,61,37.7049180327869,3.27868852459016,18.0327868852459,40.9836065573771,0
30,1750,Синав и Трувор,Сумароков,2,Tragedy,5,1,5,0.673020909229914,0.94734400510788,0.693879615515471,0.671411604682605,,6,1,8,30,0,240.288888888889,45,13.3333333333333,2.22222222222222,17.7777777777778,66.6666666666667,0
31,1750,Синав и Трувор,Сумароков,3,Tragedy,5,1,5,0.718758857250214,0.893167734146118,0.728415083885193,0.68540466427803,,15,1,15,30,0,170.573770491803,61,24.5901639344262,1.63934426229508,24.5901639344262,49.1803278688525,0
32,1750,Синав и Трувор,Сумароков,4,Tragedy,5,1,5,0.757236652076244,,0.812717189391454,0.68373700801064,,8,0,12,17,0,244.324324324324,37,21.6216216216216,0,32.4324324324324,45.945945945946,0
33,1750,Синав и Трувор,Сумароков,5,Tragedy,5,1,5,0.814441826194525,,0.775098738345233,0.667805516057544,,16,0,11,9,0,255.75,36,44.4444444444444,0,30.5555555555556,25,0
35,1750,Тамира и Селим,Ломоносов,1,Tragedy,8,2,5,0.690614723107394,0.842315942049027,0.93314528465271,0.581045799530469,,17,2,2,13,0,382.176470588235,34,50,5.88235294117647,5.88235294117647,38.2352941176471,0
36,1750,Тамира и Селим,Ломоносов,2,Tragedy,8,2,5,0.709049890438716,0.633529037237167,0.783936560153961,0.652057023985045,,15,2,3,14,0,349.970588235294,34,44.1176470588235,5.88235294117647,8.82352941176471,41.1764705882353,0
37,1750,Тамира и Селим,Ломоносов,3,Tragedy,8,2,5,0.718001795666558,0.665053188800812,0.745018616318703,0.608535346530733,,14,2,4,21,0,282.414634146342,41,34.1463414634146,4.87804878048781,9.75609756097561,51.219512195122,0
38,1750,Тамира и Селим,Ломоносов,4,Tragedy,8,2,5,0.664553378116001,0.826290488243103,0.75291585651311,0.5952401359876,,22,2,11,12,0,245.723404255319,47,46.8085106382979,4.25531914893617,23.4042553191489,25.531914893617,0
39,1750,Тамира и Селим,Ломоносов,5,Tragedy,8,2,5,0.59164449301633,0.84892121553421,0.779316367847579,0.656507096120289,0.422058403491974,11,5,14,21,1,238.75,52,21.1538461538462,9.61538461538462,26.9230769230769,40.3846153846154,1.92307692307692
44,1760,Агриопа,Майков,1,Tragedy,6,2,5,0.753616380904402,0.540416836738586,0.750213265419006,0.64476987057262,,28,1,9,18,0,199.857142857143,56,50,1.78571428571429,16.0714285714286,32.1428571428572,0
45,1760,Агриопа,Майков,2,Tragedy,6,2,5,0.737872905022389,,0.769187101951012,0.605242841773563,,37,0,13,27,0,144.519480519481,77,48.0519480519481,0,16.8831168831169,35.0649350649351,0
46,1760,Агриопа,Майков,3,Tragedy,6,2,5,0.737791610175166,0.715489308039347,0.698869917127821,0.582374725076887,,29,3,9,18,0,175.677966101695,59,49.1525423728814,5.08474576271187,15.2542372881356,30.5084745762712,0
47,1760,Агриопа,Майков,4,Tragedy,6,2,5,0.736854730546474,0.771942973136902,0.744443000853062,0.604943205328549,,20,2,20,17,0,187.847457627119,59,33.8983050847458,3.38983050847458,33.8983050847458,28.8135593220339,0
48,1760,Агриопа,Майков,5,Tragedy,6,2,5,0.845698869228363,0.749401465058327,0.804471515119076,0.644862361749013,0.920767366886139,15,4,20,15,1,134.581818181818,55,27.2727272727273,7.27272727272727,36.3636363636364,27.2727272727273,1.81818181818182
49,1760,Дидона,Княжнин,1,Tragedy,6,3,5,0.727221786975861,0.745280027389526,0.79625440761447,0.720939382201149,,9,4,8,21,0,288.452380952381,42,21.4285714285714,9.52380952380952,19.0476190476191,50,0
50,1760,Дидона,Княжнин,2,Tragedy,6,3,5,0.688135115163667,,0.753224298357964,0.607187859217326,,14,0,4,15,0,304.090909090909,33,42.4242424242424,0,12.1212121212121,45.4545454545455,0
51,1760,Дидона,Княжнин,3,Tragedy,6,3,5,0.706385130683581,0.807427525520325,0.696738475561142,0.67509722534348,,12,2,5,17,0,249.75,36,33.3333333333333,5.55555555555556,13.8888888888889,47.2222222222222,0
52,1760,Дидона,Княжнин,4,Tragedy,6,3,5,0.752252232460749,0.870479702949524,0.741181455055873,0.630312651395798,,21,2,15,26,0,218.328125,64,32.8125,3.125,23.4375,40.625,0
53,1760,Дидона,Княжнин,5,Tragedy,6,3,5,0.65843124439319,0.994839012622833,0.749847397992486,0.660858002992777,,12,1,19,13,0,254,45,26.6666666666667,2.22222222222222,42.2222222222222,28.8888888888889,0
58,1760,Пламена,Херасков,1,Tragedy,12,2,5,0.647826248093655,0.643598951399326,0.761586571733157,0.595808733999729,,19,4,12,20,0,246.236363636364,55,34.5454545454546,7.27272727272727,21.8181818181818,36.3636363636364,0
59,1760,Пламена,Херасков,2,Tragedy,12,2,5,0.753726962804794,0.726548135280609,0.767436964644326,0.633944156495008,,25,2,18,22,0,176.731343283582,67,37.3134328358209,2.98507462686567,26.8656716417911,32.8358208955224,0
60,1760,Пламена,Херасков,3,Tragedy,12,2,5,0.761863305612847,0.807642817497253,0.76439680159092,0.657003288990573,,27,3,22,38,0,154.511111111111,90,30,3.33333333333333,24.4444444444444,42.2222222222222,0
61,1760,Пламена,Херасков,4,Tragedy,12,2,5,0.743327744801839,0.90310537815094,0.742702823132277,0.591278489517129,,15,1,24,23,0,183.888888888889,63,23.8095238095238,1.58730158730159,38.0952380952381,36.5079365079365,0
62,1760,Пламена,Херасков,5,Tragedy,12,2,5,0.714051117067752,,0.807119092770985,0.644508227705956,,23,0,21,16,0,156.3,60,38.3333333333333,0,35,26.6666666666667,0
63,1770,Бригадир,Фонвизин,1,Comedy,5,3,5,0.802682101056817,0.920650291442871,0.767856821417809,0.596751677267479,0.863651156425476,89,15,18,33,3,109.46835443038,158,56.3291139240506,9.49367088607595,11.3924050632911,20.8860759493671,1.89873417721519
64,1770,Бригадир,Фонвизин,2,Comedy,5,3,5,0.80712553768447,0.792718681693077,0.782879093114068,0.625328766611906,,66,10,17,26,0,106.268907563025,119,55.4621848739496,8.40336134453782,14.2857142857143,21.8487394957983,0
65,1770,Бригадир,Фонвизин,3,Comedy,5,3,5,0.851750608700425,0.868878331035376,0.773396962029593,0.614774808287621,0.463220536708832,67,8,35,20,1,94.4885496183206,131,51.1450381679389,6.10687022900763,26.7175572519084,15.2671755725191,0.763358778625954
66,1770,Бригадир,Фонвизин,4,Comedy,5,3,5,0.830355482959302,0.789227657020092,0.79760633294399,0.674893861397719,,107,8,26,39,0,77.1611111111111,180,59.4444444444444,4.44444444444445,14.4444444444444,21.6666666666667,0
67,1770,Бригадир,Фонвизин,5,Comedy,5,3,5,0.828139360036169,0.81313149134318,0.742458654486615,0.6828036965995,0.558783769607544,70,6,23,29,1,70.984496124031,129,54.2635658914729,4.65116279069768,17.8294573643411,22.4806201550388,0.775193798449612
69,1770,Димитрий Самозванец,Сумароков,1,Tragedy,5,1,5,0.730067457807691,0.542593538761139,0.827078786763278,0.585383801162243,,38,1,11,20,0,136.5,70,54.2857142857143,1.42857142857143,15.7142857142857,28.5714285714286,0
70,1770,Димитрий Самозванец,Сумароков,2,Tragedy,5,1,5,0.812571746110916,0.8179612159729,0.854432731866837,0.658165293435256,,10,2,10,12,0,232.911764705882,34,29.4117647058824,5.88235294117647,29.4117647058824,35.2941176470588,0
71,1770,Димитрий Самозванец,Сумароков,3,Tragedy,5,1,5,0.732437348614136,0.827463030815125,0.779350586235523,0.647502559754584,0.848496437072754,24,3,4,18,1,213,50,48,6,8,36,2
72,1770,Димитрий Самозванец,Сумароков,4,Tragedy,5,1,5,0.764463293055693,0.774174511432648,0.762358726312717,0.58918482263883,,24,5,24,15,0,128.279411764706,68,35.2941176470588,7.35294117647059,35.2941176470588,22.0588235294118,0
73,1770,Димитрий Самозванец,Сумароков,5,Tragedy,5,1,5,0.600145228207111,0.989469766616821,0.7687524497509,0.642721022168795,0.902000844478607,4,1,5,12,1,186.304347826087,23,17.3913043478261,4.34782608695652,21.7391304347826,52.1739130434783,4.34782608695652
77,1770,Ольга,Княжнин,1,Tragedy,5,2,5,0.62692603468895,,0.645871241887411,0.587740884107702,,16,0,6,17,0,451.846153846154,39,41.025641025641,0,15.3846153846154,43.5897435897436,0
78,1770,Ольга,Княжнин,2,Tragedy,5,2,5,0.689755138122674,0.835859417915344,0.842337187131246,0.631094814642616,,33,3,15,23,0,188.594594594595,74,44.5945945945946,4.05405405405405,20.2702702702703,31.0810810810811,0
79,1770,Ольга,Княжнин,3,Tragedy,5,2,5,0.798981982308465,0.445240249236425,0.786885447543243,0.638662587512623,,37,3,29,33,0,120.647058823529,102,36.2745098039216,2.94117647058824,28.4313725490196,32.3529411764706,0
80,1770,Ольга,Княжнин,4,Tragedy,5,2,5,0.785980037667535,0.805015176534653,0.787790349938653,0.615850304302416,,22,2,11,19,0,192.240740740741,54,40.7407407407407,3.7037037037037,20.3703703703704,35.1851851851852,0
81,1770,Ольга,Княжнин,5,Tragedy,5,2,5,0.718599652702158,0.430156230926514,0.912930846214294,0.622914977371693,,11,1,5,20,0,305.621621621622,37,29.7297297297297,2.7027027027027,13.5135135135135,54.0540540540541,0
82,1770,Фемист и Иеронима,Майков,1,Tragedy,5,1,5,0.727810176519247,,0.699036081631978,0.578124552965164,,26,0,9,18,0,272.150943396226,53,49.0566037735849,0,16.9811320754717,33.9622641509434,0
83,1770,Фемист и Иеронима,Майков,2,Tragedy,5,1,5,0.671049684286118,,0.751516752772861,0.560356259346008,,12,0,9,11,0,307.75,32,37.5,0,28.125,34.375,0
84,1770,Фемист и Иеронима,Майков,3,Tragedy,5,1,5,0.672367561321992,0.65317839384079,0.691232442855835,0.568378627300263,0.902001082897186,13,1,7,16,1,251.052631578947,38,34.2105263157895,2.63157894736842,18.421052631579,42.1052631578947,2.63157894736842
85,1770,Фемист и Иеронима,Майков,4,Tragedy,5,1,5,0.829359088341395,0.633131206035614,0.816908332017752,0.622487723827362,,15,1,13,16,0,189.933333333333,45,33.3333333333333,2.22222222222222,28.8888888888889,35.5555555555556,0
86,1770,Фемист и Иеронима,Майков,5,Tragedy,5,1,5,0.734378108978272,0.711701214313507,0.77177205240285,0.607583071697842,0.612481594085693,25,1,27,22,1,123.763157894737,76,32.8947368421053,1.31578947368421,35.5263157894737,28.9473684210526,1.31578947368421
89,1780,Из жизни Рюрика,ЕкатеринаII,1,NotStated,21,2,5,0.880165545713334,0.790791243314743,0.660517474015554,0.508832536637783,,42,2,3,4,0,123.666666666667,51,82.3529411764706,3.92156862745098,5.88235294117647,7.84313725490196,0
90,1780,Из жизни Рюрика,ЕкатеринаII,2,NotStated,21,2,5,0.828910091748604,0.926900255680084,0.822092533111572,0.554764725267887,,39,5,2,4,0,144.58,50,78,10,4,8,0
91,1780,Из жизни Рюрика,ЕкатеринаII,3,NotStated,21,2,5,0.866765293810103,0.644122630357742,0.528194338083267,0.601014137268066,,45,2,2,2,0,123.117647058824,51,88.2352941176471,3.92156862745098,3.92156862745098,3.92156862745098,0
92,1780,Из жизни Рюрика,ЕкатеринаII,4,NotStated,21,2,5,0.888553755813175,0.732307605445385,0.523490369319916,0.558562025427818,,45,4,2,2,0,101.962264150943,53,84.9056603773585,7.54716981132076,3.77358490566038,3.77358490566038,0
93,1780,Из жизни Рюрика,ЕкатеринаII,5,NotStated,21,2,5,0.869221320075373,0.699756642182668,0.829806447029114,0.56025530397892,,31,3,2,2,0,124.315789473684,38,81.5789473684211,7.89473684210526,5.26315789473684,5.26315789473684,0
94,1780,Недоросль,Фонвизин,1,Comedy,12,3,5,0.816534124648393,0.913766622543335,0.773203386863073,0.688896266550853,0.997624456882477,67,6,15,29,1,93.2881355932203,118,56.7796610169492,5.08474576271187,12.7118644067797,24.5762711864407,0.847457627118644
95,1780,Недоросль,Фонвизин,2,Comedy,12,3,5,0.837810993553644,0.846914792060852,0.876366620063782,0.646647247340944,0.850010573863983,83,5,25,45,2,91.84375,160,51.875,3.125,15.625,28.125,1.25
96,1780,Недоросль,Фонвизин,3,Comedy,12,3,5,0.822520778849234,0.870897268255552,0.789529368281364,0.700424745462943,,153,12,32,69,0,86.1015037593985,266,57.5187969924812,4.51127819548872,12.0300751879699,25.9398496240602,0
97,1780,Недоросль,Фонвизин,4,Comedy,12,3,5,0.864271231154178,0.848961832194493,0.797053474932909,0.621849284452551,0.876113474369049,141,29,16,17,1,113.093137254902,204,69.1176470588235,14.2156862745098,7.84313725490196,8.33333333333333,0.490196078431373
98,1780,Недоросль,Фонвизин,5,Comedy,12,3,5,0.834591928869486,0.885521799325943,0.787165030323226,0.704219890137514,0.86005449295044,96,8,29,24,5,66.2345679012346,162,59.2592592592593,4.93827160493827,17.9012345679012,14.8148148148148,3.08641975308642
110,1780,Росслав,Княжнин,1,Tragedy,5,1,5,0.742209174062895,0.892039954662323,0.820831576983134,0.650139393409093,,23,3,9,30,0,255.923076923077,65,35.3846153846154,4.61538461538462,13.8461538461539,46.1538461538462,0
111,1780,Росслав,Княжнин,2,Tragedy,5,1,5,0.699810945673993,,0.779041945934296,0.621968271101222,,38,0,7,17,0,204.596774193548,62,61.2903225806452,0,11.2903225806452,27.4193548387097,0
112,1780,Росслав,Княжнин,3,Tragedy,5,1,5,0.788624069175205,0.913914024829865,0.749586169208799,0.608350169844925,0.937000155448914,37,2,14,32,1,158.569767441861,86,43.0232558139535,2.32558139534884,16.2790697674419,37.2093023255814,1.16279069767442
113,1780,Росслав,Княжнин,4,Tragedy,5,1,5,0.852344531904567,0.781890287995338,0.690718305962426,0.627972531777162,,11,4,14,13,0,258.380952380952,42,26.1904761904762,9.52380952380952,33.3333333333333,30.952380952381,0
114,1780,Росслав,Княжнин,5,Tragedy,5,1,5,0.666381253437562,0.916288167238236,0.760978898581337,0.62025854342124,,11,2,17,17,0,240.170212765957,47,23.4042553191489,4.25531914893617,36.1702127659575,36.1702127659575,0
115,1780,Самолюбивый стихотворец,Николев,1,Comedy,6,2,5,0.840111997796268,0.765349817276001,0.830854228801198,0.595263456304868,,82,5,54,24,0,91.6666666666667,165,49.6969696969697,3.03030303030303,32.7272727272727,14.5454545454545,0
116,1780,Самолюбивый стихотворец,Николев,2,Comedy,6,2,5,0.830890476386598,0.76851886510849,0.779270843484185,0.640577186237682,0.967967947324117,94,3,55,44,3,66.1105527638191,199,47.2361809045226,1.50753768844221,27.6381909547739,22.1105527638191,1.50753768844221
117,1780,Самолюбивый стихотворец,Николев,3,Comedy,6,2,5,0.814585625794199,0.797605216503143,0.824298164602053,0.628309696912766,,90,7,59,28,0,92.1195652173913,184,48.9130434782609,3.80434782608696,32.0652173913043,15.2173913043478,0
118,1780,Самолюбивый стихотворец,Николев,4,Comedy,6,2,5,0.816608104212531,0.913600921630859,0.770489164590836,0.579820684024266,,29,1,25,14,0,159.101449275362,69,42.0289855072464,1.44927536231884,36.231884057971,20.2898550724638,0
119,1780,Самолюбивый стихотворец,Николев,5,Comedy,6,2,5,0.843517157850386,0.872837015560695,0.846623433629672,0.65058874686559,0.851031869649887,79,14,30,30,2,75.0193548387097,155,50.9677419354839,9.03225806451613,19.3548387096774,19.3548387096774,1.29032258064516
121,1780,Тоисиоков,Дашкова,1,Comedy,7,4,5,0.793853156268597,0.848776185512543,0.689379297196865,0.651225177865279,0.973549405733744,40,5,12,19,3,126.253164556962,79,50.6329113924051,6.32911392405063,15.1898734177215,24.0506329113924,3.79746835443038
122,1780,Тоисиоков,Дашкова,2,Comedy,7,4,5,0.813219035799439,0.941540777683258,0.736436188220978,0.63719009827165,,37,2,8,17,0,162.3125,64,57.8125,3.125,12.5,26.5625,0
123,1780,Тоисиоков,Дашкова,3,Comedy,7,4,5,0.777723770588636,0.676851704716682,0.833496681281499,0.585933035612106,,16,2,7,10,0,130.514285714286,35,45.7142857142857,5.71428571428571,20,28.5714285714286,0
124,1780,Тоисиоков,Дашкова,4,Comedy,7,4,5,0.850713322802288,0.884060084819794,0.767030362039805,0.748547179003557,,41,6,16,24,0,72.9310344827586,87,47.1264367816092,6.89655172413793,18.3908045977012,27.5862068965517,0
125,1780,Тоисиоков,Дашкова,5,Comedy,7,4,5,0.787146170169879,0.763020694255829,0.838521944625037,0.665597785796438,0.711486011743546,39,5,14,14,2,114.986486486487,74,52.7027027027027,6.75675675675676,18.9189189189189,18.9189189189189,2.7027027027027
128,1780,Хвастун,Княжнин,1,Comedy,8,3,5,0.835644672898685,0.719428025186062,0.808501093433453,0.624650908261538,0.870411554972331,136,8,26,40,3,81.9906103286385,213,63.849765258216,3.75586854460094,12.2065727699531,18.7793427230047,1.40845070422535
129,1780,Хвастун,Княжнин,2,Comedy,8,3,5,0.824627239658282,0.82159224525094,0.748228995381175,0.597893665495672,0.98799455165863,130,16,37,38,1,75.5,222,58.5585585585586,7.20720720720721,16.6666666666667,17.1171171171171,0.450450450450451
130,1780,Хвастун,Княжнин,3,Comedy,8,3,5,0.794070935911603,0.722210208574931,0.803236629004064,0.61091377611818,,99,6,46,29,0,96.1,180,55,3.33333333333333,25.5555555555556,16.1111111111111,0
131,1780,Хвастун,Княжнин,4,Comedy,8,3,5,0.852772554363867,0.844407021999359,0.828903293923328,0.594908146347318,,99,6,38,35,0,86.7865168539326,178,55.6179775280899,3.37078651685393,21.3483146067416,19.6629213483146,0
132,1780,Хвастун,Княжнин,5,Comedy,8,3,5,0.835472702980042,0.858622872829437,0.781324665515851,0.635868199493574,,121,5,39,23,0,77.4095744680851,188,64.3617021276596,2.65957446808511,20.7446808510638,12.2340425531915,0
133,1790,Вадим Новгородский,Княжнин,1,Tragedy,5,2,5,0.650018560886383,0.933746755123138,0.873770505189896,0.65176494717598,,10,1,2,10,0,444.391304347826,23,43.4782608695652,4.34782608695652,8.69565217391304,43.4782608695652,0
134,1790,Вадим Новгородский,Княжнин,2,Tragedy,5,2,5,0.736574451128642,0.960806667804718,0.654222275529589,0.602966678413478,,9,1,7,22,0,437.025641025641,39,23.0769230769231,2.56410256410256,17.948717948718,56.4102564102564,0
